POS	ID	PosScore	NegScore	SynsetTerms	Gloss
a	00794426	0	0	double-breasted#1	(of clothing) fastened by lapping one edge of the front well over the other usually with a double row of buttons; "double-breasted jacket"; "double-breasted suit"
a	00794650	0	0	single-breasted#1	(of clothing) closing with a narrow overlap and fastened with a single row of buttons; "a single-breasted jacket"
a	00794825	0.5	0	dramatic#1	suitable to or characteristic of drama; "a dramatic entrance in a swirling cape"; "a dramatic rescue at sea"
a	00795078	0.5	0	melodramatic#1	having the excitement and emotional appeal of melodrama; "a melodramatic account of two perilous days at sea"
a	00795246	0	0	spectacular#2	characteristic of spectacles or drama; "spectacular dives from the cliff"
a	00795395	0.375	0	hammy#1	affectedly dramatic; overacted
a	00795495	0.125	0.5	undramatic#1	lacking dramatic force and quality; "moved with quiet force and undramatic bearing"
a	00795671	0	0.25	unspectacular#1	not spectacular; "an unspectacular but necessary task"
a	00795785	0.625	0	actable#1	capable of being acted; suitable for the stage; "an actable scene"
a	00795959	0.25	0.125	unactable#1	not actable; "an unactable play"
a	00796047	0.25	0	theatrical#2	suited to or characteristic of the stage or theater; "a theatrical pose"; "one of the most theatrical figures in public life"
a	00796337	0	0.125	melodramatic#2 histrionic#1	characteristic of acting or a stage performance; often affected; "histrionic gestures"; "an attitude of melodramatic despair"; "a theatrical pose"
a	00796591	0.5	0	showy#2	displaying brilliance and virtuosity
a	00796715	0.125	0.375	stagy#1 stagey#1	having characteristics of the stage especially an artificial and mannered quality; "stagy heroics"
a	00796928	0	0.75	untheatrical#1	not suited to or characteristic of the stage or theater; "a well-written but untheatrical play"; "an untheatrical personality"
a	00797113	0.75	0	potable#1 drinkable#1	suitable for drinking
a	00797218	0.25	0.5	undrinkable#1	unsuitable for drinking
a	00797299	0	0	intoxicated#1 inebriated#1 drunk#1	stupefied or excited by a chemical substance (especially alcohol); "a noisy crowd of intoxicated sailors"; "helplessly inebriated"
a	00797706	0	0	orgiastic#2 carousing#1 bacchic#1 bacchanalian#1 bacchanal#1	used of riotously drunken merrymaking; "a night of bacchanalian revelry"; "carousing bands of drunken soldiers"; "orgiastic festivity"
a	00798017	0	0.25	beery#1	smelling of beer
a	00798103	0	0	wet#6 tight#11 stiff#7 squiffy#1 sozzled#1 soused#1 soaked#1 smashed#1 sloshed#1 slopped#1 plastered#3 pixilated#2 pissed#2 pie-eyed#1 loaded#5 fuddled#1 crocked#1 cockeyed#3 blotto#1 blind_drunk#1 besotted#1	very drunk
a	00798384	0	0.375	tipsy#1 tiddly#1 potty#3	slightly intoxicated
a	00798491	0.25	0	sottish#1 drunken#1 boozy#1 bibulous#1	given to or marked by the consumption of alcohol; "a bibulous fellow"; "a bibulous evening"; "his boozy drinking companions"; "thick boozy singing"; "a drunken binge"; "two drunken gentlemen holding each other up"; "sottish behavior"
a	00798879	0.125	0	narcotized#1 narcotised#1 drugged#1 doped#2	under the influence of narcotics; "knocked out by doped wine"; "a drugged sleep"; "were under the effect of the drugged sweets"; "in a stuperous narcotized state"
a	00799129	0	0.125	half-seas-over#1	British informal for `intoxicated'
a	00799224	0.125	0	mellow#5 high#7	slightly and pleasantly intoxicated from alcohol or a drug (especially marijuana)
a	00799401	0.125	0	stoned#1 hopped-up#2	under the influence of narcotics
a	00799517	0	0.625	sober#1	not affected by a chemical substance (especially alcohol)
a	00799716	0.375	0.375	stone-sober#1 cold_sober#1	totally sober
a	00799800	0	0.5	drug-free#1	characteristic of a person not taking illegal drugs or of a place where no illegal drugs are used
a	00799953	0.25	0	teetotal#1 dry#16	practicing complete abstinence from alcoholic beverages; "he's been dry for ten years"; "no thank you; I happen to be teetotal"
a	00800159	0	0.125	unintoxicated#1 uninebriated#1	not inebriated
a	00800248	0	0.5	dull#9	not having a sharp edge or point; "the knife was too dull to be of any use"
a	00800464	0	0	blunt#2	used of a knife or other blade; not sharp; "a blunt instrument"
a	00800597	0.25	0	dulled#2 blunted#1	made dull or blunt
a	00800678	0.25	0	edgeless#1	lacking a cutting edge
a	00800755	0	0.125	unsharpened#1	not sharpened
a	00800826	0.25	0	sharp#9	having or made by a thin edge or sharp point; suitable for cutting or piercing; "a sharp knife"; "a pencil with a sharp point"
a	00801328	0.25	0	carnassial#1	(of a tooth) adapted for shearing flesh; "the carnassial teeth of carnivores"
a	00801462	0	0.125	chisel-like#1	resembling a chisel
a	00801539	0	0.125	dagger-like#1	resembling a dagger
a	00801616	0	0.125	drill-like#1	resembling a drill
a	00801691	0.125	0	edged#3	having a cutting edge or especially an edge or edges as specified; often used in combination; "an edged knife"; "a two-edged sword"
a	00801874	0.125	0.125	fang-like#1	resembling a fang
a	00801947	0.125	0.125	file-like#1	resembling a file
a	00802020	0.75	0	incisive#2	suitable for cutting or piercing; "incisive teeth"
a	00802179	0	0	keen#5	having a sharp cutting edge or point; "a keen blade"
a	00802300	0	0	knifelike#1	cutting or able to cut as if with a knife
a	00802397	0.75	0	metal-cutting#1	hard and sharp enough to cut metal; "metal-cutting tools"
a	00802514	0.25	0.25	penetrative#2 penetrating#2	tending to penetrate; having the power of entering or piercing; "a toxic penetrative spray applied to the surface"; "a cold penetrating wind"; "a penetrating odor"
a	00802767	0.25	0	razor-sharp#2	as sharp as a razor
a	00802844	0	0	sharpened#2	made sharp or sharper; "a sharpened knife cuts more cleanly"
a	00802960	0.125	0	sharp-toothed#1	having sharp teeth
a	00803038	0.125	0	sharp#8	keenly and painfully felt; as if caused by a sharp edge or point; "a sharp pain"; "sharp winds"
a	00803275	0.5	0.25	intense#2 acute#2	extremely sharp or intense; "acute pain"; "felt acute annoyance"; "intense itching and burning"
a	00803432	0	0.375	stabbing#2 piercing#2 lancinating#1 lancinate#1 knifelike#3 keen#4 cutting#3	painful as if caused by a sharp instrument; "a cutting wind"; "keen winds"; "knifelike cold"; "piercing knifelike pains"; "piercing cold"; "piercing criticism"; "a stabbing pain"; "lancinating pain"
a	00803751	0.375	0	fulgurating#1	sharp and piercing
a	00803846	0	0.75	salt#1	(of speech) painful or bitter; "salt scorn"- Shakespeare; "a salt apology"
a	00803971	0	0	dull#6	not keenly felt; "a dull throbbing"; "dull pain"
a	00804106	0	0.125	deadened#2	made or become less intense; "the deadened pangs of hunger"
a	00804220	0	0.375	eventful#1	full of events or incidents; "the most exhausting and eventful day of my life"
a	00804371	0	0	lively#5	filled with events or activity; "a lively period in history"
a	00804502	0.25	0.375	uneventful#1	marked by no noteworthy or significant events; "an uneventful life"; "the voyage was pleasant and uneventful"; "recovery was uneventful"
a	00804695	0.5	0	lively#1	full of life and energy; "a lively discussion"; "lively and attractive parents"; "a lively party"
a	00805115	0.5	0	alive#2	(often followed by `with') full of life and spirit; "she was wonderfully alive for her age"; "a face alive with mischief"
a	00805309	0.375	0	zippy#2 spirited#2 peppy#1 bouncy#2 bouncing#2	marked by lively action; "a bouncing gait"; "bouncy tunes"; "the peppy and interesting talk"; "a spirited dance"
a	00805566	0.625	0.25	breezy#1	fresh and animated; "her breezy nature"
a	00805676	0.625	0.125	bubbly#2	full of or showing high spirits; "bright bubbly children"; "a bubbly personality"
a	00805810	0.75	0.25	sparkly#1 scintillating#2 frothy#2 effervescent#3 bubbling#2	marked by high spirits or excitement; "his fertile effervescent mind"; "scintillating personality"; "a row of sparkly cheerleaders"
a	00806064	0.25	0.5	gushing#2 effusive#1 burbly#1 burbling#1	uttered with unrestrained enthusiasm; "a novel told in burbly panting tones"
a	00806243	0.375	0	live#7	abounding with life and energy; "the club members are a really live bunch"
a	00806387	0.375	0.25	warm#8	characterized by liveliness or excitement or disagreement; "a warm debate"
a	00806512	0.375	0.25	dull#1	lacking in liveliness or animation; "he was so dull at parties"; "a dull political campaign"; "a large dull impassive man"; "dull days with nothing to do"; "how dull and dreary the world is"; "fell back into one of her dull moods"
a	00806991	0.5	0.25	desiccated#3 desiccate#1 arid#2	lacking vitality or spirit; lifeless; "a technically perfect but arid performance of the sonata"; "a desiccate romance"; "a prissy and emotionless creature...settles into a mold of desiccated snobbery"-C.J.Rolo
a	00807277	0.375	0.125	bovine#2	dull and slow-moving and stolid; like an ox; "showed a bovine apathy"
a	00807399	0	0.375	dreary#1 drab#1	lacking in liveliness or charm or surprise; "her drab personality"; "life was drab compared with the more exciting life style overseas"; "a series of dreary dinner parties"
a	00807667	0	0.125	leaden#5 heavy#25	lacking lightness or liveliness; "heavy humor"; "a leaden conversation"
a	00807817	0.125	0.375	monotonous#1 humdrum#2	tediously repetitious or lacking in variety; "a humdrum existence; all work and no play"; "nothing is so monotonous as the sea"
a	00808011	0.25	0.25	lustreless#1 lusterless#1 lacklustre#1 lackluster#1	lacking brilliance or vitality; "a dull lackluster life"; "a lusterless performance"
a	00808191	0.375	0.25	dynamical#1 dynamic#1	characterized by action or forcefulness or force of personality; "a dynamic market"; "a dynamic speaker"; "the dynamic president of the firm"
a	00808614	0.375	0	can-do#1	marked by a willingness to tackle a job and get it done; "a can-do kind of person"; "the city's indomitable optimism and can-do spirit"
a	00808822	0.375	0	ever-changing#1 changing#1	marked by continuous change or effective action
a	00808940	0.25	0	impulsive#3 driving#1	having the power of driving or impelling; "a driving personal ambition"; "the driving force was his innate enthusiasm"; "an impulsive force"
a	00809164	0	0	kinetic#3 energizing#1 energising#1	supplying motive force; "the complex civilization of which Rome was the kinetic center"- H.O.Taylor
a	00809343	0.375	0	high-voltage#2 high-powered#1 high-power#1 high-octane#2 high-energy#3	vigorously energetic or forceful; "a high-octane sales manager"; "a high-octane marketing plan"; "high-powered executives"; "a high-voltage theatrical entrepreneur"
a	00809622	0	0	projectile#1	impelling or impelled forward; "a projectile force"; "a projectile missile"
a	00809790	0.75	0	propulsive#2 propelling#1 propellent#1 propellant#1	tending to or capable of propelling; "propellant fuel for submarines"; "the faster a jet plane goes the greater its propulsive efficiency"; "universities...the seats of propulsive thought"
a	00810164	0	0	self-propelling#2 self-propelled#2	moved forward by its own force or momentum; "a self-propelled egotist"; "the arms program is now self-propelled"
a	00810355	0.25	0	slashing#1	as if striking with slashing blows; "his slashing demon-ridden cadenza"
a	00810481	0	0.625	undynamic#1 adynamic#1	characterized by an absence of force or forcefulness
a	00810636	0.5	0	backward#4	having made less than normal progress; "an economically backward country"
a	00810764	0	0.75	stagnant#2 moribund#1	not growing or changing; without force or vitality
a	00810916	0.625	0.25	eager#1	having or showing keen interest or intense desire or impatient expectancy; "eager to learn"; "eager to travel abroad"; "eager for success"; "eager helpers"; "an eager look"
a	00811248	0.125	0	dying#2 anxious#1	eagerly desirous; "anxious to see the new show at the museum"; "dying to hear who won"
a	00811421	0.75	0.125	hot#17	having or showing great eagerness or enthusiasm; "hot for travel"
a	00811536	0	0.375	raring#1 impatient#2	(usually followed by `to') full of eagerness; "impatient to begin"; "raring to go"
a	00811707	0.5	0.375	overeager#1	excessively eager; "overeager in his pursuit of the girl"
a	00811820	0.5	0	uneager#1	lacking interest or spirit or animation; "decrepit, colorless uneager things"
a	00811969	0.125	0.25	reluctant#3	not eager; "foreigners stubbornly reluctant to accept our ways"; "fresh from college and reluctant for the moment to marry him"
a	00812170	0.125	0.125	eared#2	having ears (or appendages resembling ears) or having ears of a specified kind; often used in combination
a	00812417	0	0	auriculated#1 auriculate#1	having auricles
a	00812521	0	0	lop-eared#1	having bent or drooping ears; "a lop-eared hound"
a	00812626	0.375	0	mouse-eared#1	having ears like a mouse's
a	00812710	0.375	0	short-eared#1	having short ears
a	00812785	0.375	0	small-eared#1	having small ears
a	00812860	0	0.125	earless#1	lacking external ears; "earless seals"
a	00812952	0	0	early#1	at or near the beginning of a period of time or course of events or before the usual or expected time; "early morning"; "an early warning"; "early diagnosis"; "an early death"; "took early retirement"; "an early spring"; "early varieties of peas and tomatoes mature before most standard varieties"
a	00813589	0	0	primordial#1 primeval#1 primal#2 primaeval#1 aboriginal#3	having existed from the beginning; in an earliest or original stage or state; "aboriginal forests"; "primal eras before the appearance of life on earth"; "the forest primeval"; "primordial matter"; "primordial forms of life"
a	00813915	0.125	0	beforehand#1 advance#1	being ahead of time or need; "gave advance warning"; "was beforehand with her report"
a	00814073	0.25	0.125	archean#1 archaean#1	of or relating to the earliest known rocks formed during the Precambrian Eon
a	00814251	0	0.125	archeozoic#1 archaeozoic#1	of or belonging to earlier of two divisions of the Precambrian era; "archeozoic life forms"
a	00814468	0	0	azoic#1	before the appearance of life; "azoic rocks contain not organic remains"
a	00814611	0	0	earliest#1 earlier#1	(comparative and superlative of `early') more early than; most early; "a fashion popular in earlier times"; "his earlier work reflects the influence of his teacher"; "Verdi's earliest and most raucous opera"
a	00814902	0	0	earlyish#1	being somewhat early; "at an earlyish hour"
a	00815000	0	0	untimely#2 premature#3	uncommonly early or before the expected time; "illness led to his premature death"; "alcohol brought him to an untimely end"
a	00815227	0	0.25	previous#3 premature#2	too soon or too hasty; "our condemnation of him was a bit previous"; "a premature judgment"
a	00815406	0	0.125	proterozoic#1	formed in the later of two divisions of the Precambrian era; "proterozoic life forms"
a	00815586	0	0	proto#1	indicating the first or earliest or original; "`proto' is a combining form in a word like `protolanguage' that refers to the hypothetical ancestor of another language or group of languages"
a	00815849	0	0	wee#2	very early; "the wee hours of the morning"
a	00815941	0	0	middle#4	between an earlier and a later period of time; "in the middle years"; "in his middle thirties"
a	00816160	0	0	intervening#1	occurring or falling between events or points in time; "so much had happened during the intervening years"
a	00816324	0	0	mid#1	used in combination to denote the middle; "midmorning"; "midsummer"; "in mid-1958"; "a mid-June wedding"
a	00816481	0	0	late#1	being or occurring at an advanced period of time or after a usual or expected time; "late evening"; "late 18th century"; "a late movie"; "took a late flight"; "had a late breakfast"
a	00816839	0	0	ripe#5 advanced#6	far along in time; "a man of advanced age"; "advanced in years"; "a ripe old age"; "the ripe age of 90"
a	00817004	0	0	after-hours#1	after closing time especially a legally established closing time; "after-hours socializing"; "an after-hours club"
a	00817176	0	0	latish#1	somewhat late
a	00817242	0	0	posthumous#1	occurring or coming into existence after a person's death; "a posthumous award"; "a posthumous book"; "a posthumous daughter"
a	00817424	0	0	early#2	being or occurring at an early stage of development; "in an early stage"; "early forms of life"; "early man"; "an early computer"
a	00817731	0	0	primitive#2 archaic#2	little evolved from or characteristic of an earlier ancestral type; "archaic forms of life"; "primitive mammals"; "the okapi is a short-necked primitive cousin of the giraffe"
a	00818008	0	0	young#2 new#10	(of crops) harvested at an early stage of development; before complete maturity; "new potatoes"; "young corn"
a	00818175	0	0.375	rude#5 primitive#1 crude#4	belonging to an early stage of technical development; characterized by simplicity and (often) crudeness; "the crude weapons and rude agricultural implements of early man"; "primitive movies of the 1890s"; "primitive living conditions in the Appalachian mountains"
a	00818581	0	0	embryotic#1 embryonic#2	in an early stage of development; "the embryonic government staffed by survivors of the massacre"; "an embryonic nation, not yet self-governing"
a	00818829	0	0	incipient#1 inchoate#1	only partly in existence; imperfectly formed; "incipient civil disorder"; "an incipient tumor"; "a vague inchoate idea"
a	00819051	0	0	precocious#2	appearing or developing early; "precocious flowers appear before the leaves as in some species of magnolias"
a	00819235	0	0	later#2 late#6	at or toward an end or late period or stage of development; "the late phase of feudalism"; "a later symptom of the disease"; "later medical science could have saved the child"
a	00819526	0	0	advanced#2	comparatively late in a course of development; "the illness had reached an advanced stage"; "an advanced state of exhaustion"
a	00819709	0.375	0	tardive#1	late-occurring (especially with reference to symptoms of a disease); "tardive dyskinesia"
a	00819852	0	0	early#5	of an early stage in the development of a language or literature; "the Early Hebrew alphabetical script is that used mainly from the 11th to the 6th centuries B.C."; "Early Modern English is represented in documents printed from 1476 to 1700"
a	00820219	0	0	old#7	of a very early stage in development; "Old English is also called Anglo Saxon"; "Old High German is High German from the middle of the 9th to the end of the 11th century"
a	00820458	0	0	middle#3	of a stage in the development of a language or literature between earlier and later stages; "Middle English is the English language from about 1100 to 1500"; "Middle Gaelic"
a	00820721	0	0	late#5	of a later stage in the development of a language or literature; used especially of dead languages; "Late Greek"
a	00820975	0	0	new#9 modern#5	used of a living language; being the current stage in its development; "Modern English"; "New Hebrew is Israeli Hebrew"
a	00821208	0	0	new#8	in use after medieval times; "New Eqyptian was the language of the 18th to 21st dynasties"
a	00821367	0.125	0	earned#1	gained or acquired; especially through merit or as a result of effort or action; "a well-earned reputation for honesty"; "earned income"; "an earned run in baseball"
a	00821603	0	0	attained#1	achieved or reached; "the actual attained achievement test score"
a	00821723	0.125	0.5	unearned#1	not gained by merit or labor or service; "accepted the unearned rewards that came his ways as well as the unearned criticism"; "unearned income"; "an unearned run"
a	00821959	0.125	0.625	honorary#1	given as an honor without the normal duties; "an honorary degree"
a	00822115	0.625	0.25	easy#3	free from worry or anxiety; "knowing that I had done my best, my mind was easy"; "an easy good-natured manner"; "by the time the chsild faced the actual problem of reading she was familiar and at ease with all the elements words"
a	00822449	0	0.5	uneasy#1	lacking a sense of security or affording no ease or reassurance; "farmers were uneasy until rain finally came"; "uneasy about his health"; "gave an uneasy laugh"; "uneasy lies the head that wears the crown"; "an uneasy coalition government"; "an uneasy calm"; "an uneasy silence fell on the group"
a	00822907	0	0.75	worried#2 apprehensive#2	mentally upset over possible misfortune or danger etc; "apprehensive about her job"; "not used to a city and worried about small things"; "felt apprehensive about the consequences"
a	00823192	0	0.5	unstable#3 precarious#1	affording no ease or reassurance; "a precarious truce"
a	00823350	0	0	east#1	situated in or facing or moving toward the east
a	00823556	0	0	eastward#1 eastbound#1	moving toward the east; "eastbound trains"
a	00823665	0	0	eastern#5 easterly#2	from the east; used especially of winds; "an eastern wind"; "the winds are easterly"
a	00823832	0	0	eastern#3 easterly#1	lying in or toward the east; "the east side of New York"; "eastern cities"
a	00823971	0	0	eastern#1	lying toward or situated in the east; "the eastern end of the island"
a	00824094	0	0	eastmost#1 easternmost#1	farthest to the east
a	00824183	0	0	eastside#1	of the eastern part of a city e.g. Manhattan; "the eastside silk-stocking district"
a	00824321	0	0	west#1	situated in or facing or moving toward the west
a	00824509	0	0	westward#1 westerly#2 westbound#1	moving toward the west; "westbound pioneers"
a	00824631	0	0	western#3	lying toward or situated in the west; "our company's western office"
a	00824753	0	0	western#4 westerly#1	of wind; from the west
a	00824876	0	0	westmost#1 westernmost#1	farthest to the west
a	00824965	0	0	westside#1	of the western part of a city; "he lives in upper westside Manhattan"
a	00825089	0	0	western#1	relating to or characteristic of the western parts of the world or the West as opposed to the eastern or oriental parts; "the Western world"; "Western thought"; "Western thought"
a	00825375	0	0	occidental#1 hesperian#1	denoting or characteristic of countries of Europe and the western hemisphere; "occidental civilization"; "Hesperian culture"
a	00825604	0	0	eastern#4	relating to or characteristic of regions of eastern parts of the world; "Eastern Europe"; "the Eastern religions"
a	00825807	0	0	oriental#1	denoting or characteristic of countries of Asia; "oriental civilization"
a	00825970	0	0	western#2	of or characteristic of regions of the United States west of the Mississippi River; "a Western ranch"
a	00826215	0	0	southwestern#2	of a region of the United States generally including New Mexico; Arizona; Texas; California; and sometimes Nevada; Utah; Colorado
a	00826403	0	0	midwestern#1	of a region of the United States generally including Ohio; Indiana; Illinois; Iowa; Missouri; Kansas; Nebraska; and sometimes Michigan; Wisconsin; Minnesota; "a midwestern city"; "midwestern accent"
a	00826658	0	0	northwestern#2	of a region of the United States generally including Washington; Oregon; Idaho; and sometimes Montana; Wyoming
a	00826827	0	0	west-central#1	of a region of the United States usually including Colorado; Nevada; Utah
a	00826959	0	0	eastern#2	of or characteristic of eastern regions of the United States; "the Eastern establishment"
a	00827192	0	0	east-central#1	of a region of the United States generally including Kentucky, West Virginia
a	00827327	0	0	middle_atlantic#1 mid-atlantic#1	of a region of the United States generally including Delaware; Maryland; Virginia; and usually New York; Pennsylvania; New Jersey; "mid-Atlantic states"
a	00827556	0	0	northeastern#2	of a region of the United States generally including the New England states; New York; and sometimes New Jersey and Pennsylvania
a	00827743	0	0	southeastern#2	of a region of the United States generally including Alabama; Georgia; Florida; Tennessee; South Carolina; North Carolina
a	00827923	0	0	ectomorphic#1	having a build with little fat or muscle but with long limbs
a	00828095	0.375	0	asthenic#2	having a slender physique
a	00828175	0	0	pyknic#1 endomorphic#1	having a squat and fleshy build; "a pyknic practical joke"
a	00828336	0.25	0	muscular#2 mesomorphic#1	having a robust muscular body-build characterized by predominance of structures (bone and muscle and connective tissue) developed from the embryonic mesodermal layer
a	00828661	0.25	0	athletic#3	having a sturdy and well proportioned body; "an athletic build"
a	00828779	0.25	0	edible#1 eatable#1 comestible#1	suitable for use as food
a	00829041	0.125	0	killable#1	fit to kill, especially for food
a	00829146	0.25	0.25	nontoxic#2 nonpoisonous#2 non-poisonous#2	safe to eat
a	00829243	0	0.5	parve#1 pareve#1	containing no meat or milk (or their derivatives) and thus eatable with both meat and dairy dishes according to the dietary laws of Judaism; "pareve margarine"; "parvebread"
a	00829496	0.25	0.75	uneatable#1 inedible#1	not suitable for food
a	00829656	0	0.75	poisonous#2	not safe to eat
a	00829745	0.5	0.125	educated#1	possessing an education (especially having more than average knowledge)
a	00830051	0.25	0	well-read#2 well-educated#1 lettered#1 learned#2 knowledgeable#1 knowing#4	highly educated; having extensive information or understanding; "knowing instructors"; "a knowledgeable critic"; "a knowledgeable audience"
a	00830381	0	0	literate#3	knowledgeable and educated in one or several fields; "computer literate"
a	00830508	0	0	self-educated#1	educated by your own efforts rather than by formal instruction
a	00830630	0.5	0.125	semiliterate#1	literate but poorly informed
a	00830717	0.25	0.75	uneducated#1	not having a good education
a	00830981	0	0.125	illiterate#2 ignorant#2	uneducated in the fundamentals of a given art or branch of learning; lacking knowledge of a specific field; "she is ignorant of quantum mechanics"; "he is musically illiterate"
a	00831225	0	0.5	unlettered#2 unlearned#3 nescient#2 ignorant#1	uneducated in general; lacking knowledge or sophistication; "an ignorant man"; "nescient of contemporary literature"; "an unlearned group incapable of understanding complex issues"; "exhibiting contempt for his unlettered companions"
a	00831603	0.5	0.125	undereducated#1	poorly or insufficiently educated
a	00831696	0.25	0.125	untutored#1 untaught#1 unschooled#1	lacking in schooling; "untaught people whose verbal skills are grossly deficient"; "an untutored genius"; "uneducated children"
a	00831903	0.375	0	unstudied#2	lacking knowledge gained by study often in a particular field; "is unstudied in Latin as he is in may other matters"
a	00832075	0	0	numerate#1	able to understand and use numbers
a	00832200	0.25	0	innumerate#1	lacking knowledge and understanding of mathematical concepts and methods
a	00832347	0	0	operative#1	being in force or having or exerting force; "operative regulations"; "the major tendencies operative in the American political system"
a	00832609	0.375	0	operant#1	having influence or producing an effect; "many emotional determinants at work"; "an operant conscience"
a	00832784	0	0	in_force#1 in_effect#1 good#14 effective#4	exerting force or influence; "the law is effective immediately"; "a warranty good for two years"; "the law is already in effect (or in force)"
a	00833018	0	0	operational#4 operating#2 in_operation#1	being in effect or operation; "de facto apartheid is still operational even in the `new' African nations"- Leslie Marmon Silko; "bus service is in operation during the emergency"; "the company had several operating divisions"
a	00833334	0	0	working#5	serving to permit or facilitate further work or activity; "discussed the working draft of a peace treaty"; "they need working agreements with their neighbor states on interstate projects"
a	00833575	0	0.125	inoperative#1	not working or taking effect; "an inoperative law"
a	00833737	0	0.625	down#8	not functioning (temporarily or permanently); "we can't work because the computer is down"
a	00833878	0	0.25	dead#13	out of use or operation because of a fault or breakdown; "a dead telephone line"; "the motor is dead"
a	00834048	0	0.75	defunct#1	no longer in force or use; inactive; "a defunct law"; "a defunct organization"
a	00834198	0.25	0.125	efficacious#2 effectual#1 effective#1	producing or capable of producing an intended result or having a striking effect; "an air-cooled motor was more effective than a witch's broomstick for rapid long-distance transportation"-LewisMumford; "effective teaching methods"; "effective steps toward peace"; "made an effective entrance"; "his complaint proved to be effectual in bringing action"; "an efficacious law"
a	00834959	0.25	0.375	trenchant#2 hard-hitting#1	characterized by or full of force and vigor; "a hard-hitting expose"; "a trenchant argument"
a	00835122	0.125	0.125	impelling#1	markedly effective as if by emotional pressure; "impelling skill as a teller of tales"; "an impelling personality"
a	00835292	0.375	0	telling#3 impressive#2	producing a strong effect; "gave an impressive performance as Othello"; "a telling gesture"
a	00835504	0	0	rough-and-ready#1	crude but effective for the purpose at hand
a	00835609	0	0.625	uneffective#1 ineffectual#1 ineffective#1	not producing an intended effect; "an ineffective teacher"; "ineffective legislation"
a	00835978	0.125	0.375	toothless#2	lacking necessary force for effectiveness; "a toothless piece of legislation"
a	00836111	0	0.5	unproductive#2	not producing desired results; "the talks between labor and management were unproductive"
a	00836277	0	0.5	effortful#1	requiring great physical effort
a	00836544	0.125	0.5	toilsome#1 punishing#2 operose#1 laborious#1 heavy#24 hard#5 gruelling#1 grueling#1 backbreaking#1 arduous#1	characterized by effort to the point of exhaustion; especially physical effort; "worked their arduous way up the mining valley"; "a grueling campaign"; "hard labor"; "heavy work"; "heavy going"; "spent many laborious hours on the project"; "set a punishing pace"
a	00837084	0.125	0.5	dragging#1	marked by a painfully slow and effortful manner; "it was a strange dragging approach"; "years of dragging war"
a	00837249	0	0.625	wearying#1 wearing#1 tiring#1 exhausting#2	producing exhaustion; "an exhausting march"; "the visit was especially wearing"
a	00837415	0.125	0.125	laboured#2 labored#2 heavy#23	requiring or showing effort; "heavy breathing"; "the subject made for labored reading"
a	00837574	0	0.5	labour-intensive#1 labor-intensive#1	requiring a large expenditure of labor but not much capital; "cottage industries are labor intensive"
a	00837756	0	0.25	plodding#1 leaden#4	(of movement) slow and laborious; "leaden steps"
a	00837868	0	0.75	sisyphean#2	both extremely effortful and futile
a	00837977	0	0.5	strenuous#2 straining#1 arduous#2	taxing to the utmost; testing powers of endurance; "his final, straining burst of speed"; "a strenuous task"; "your willingness after these six arduous days to remain here"- F.D.Roosevelt
a	00838296	0.375	0.375	effortless#1	requiring or apparently requiring no effort; "the swallows glided in an effortless way through the busy air"
a	00838533	0.5	0	facile#2	performing adroitly and without effort; "a facile hand"
a	00838659	0.5	0	unstrained#2 unforced#2	not resulting from undue effort; not forced; "a voice with a pleasingly unforced quality"; "his playing is facile and unstrained"
a	00838856	0.5	0	efficacious#1	marked by qualities giving the power to produce an intended effect; "written propaganda is less efficacious than the habits and prejudices...of the readers"-Aldous Huxley; "the medicine is efficacious in stopping a cough"
a	00839225	0.125	0	effective#3	works well as a means or remedy; "an effective reprimand"; "a lotion that is effective in cases of prickly heat"
a	00839411	0.25	0	inefficacious#1	lacking the power to produce a desired effect; "laws that are inefficacious in stopping crime"
a	00839619	0.375	0.375	efficient#1	being effective without wasting time or effort or expense; "an efficient production manager"; "efficient engines save gas"
a	00839959	0.25	0	businesslike#1	exhibiting methodical and systematic characteristics that would be useful in business
a	00840103	0.125	0	cost-efficient#1 cost-effective#1	productive relative to the cost
a	00840212	0.25	0	economical#1 economic#3	using the minimum of time or resources necessary for effectiveness; "an economic use of home heating oil"; "a modern economical heating system"; "an economical use of her time"
a	00840510	0.375	0.125	expeditious#1	marked by speed and efficiency
a	00840634	0	0	high-octane#1	used of gasoline; having a high octane number
a	00840737	0.25	0.125	streamlined#1	made efficient by stripping off nonessentials; "short streamlined meetings"; "a streamlined hiring process"
a	00840902	0	0.5	inefficient#1	not producing desired results; wasteful; "an inefficient campaign against drugs"; "outdated and inefficient design and methods"
a	00841159	0	0	wasteful#1 uneconomical#1	inefficient in use of time and effort and materials; "a clumsy and wasteful process"; "wasteful duplication of effort"; "uneconomical ebb and flow of power"
a	00841403	0	0.5	forceful#1	characterized by or full of force or strength (often but not necessarily physical); "a forceful speaker"; "a forceful personality"; "forceful measures"; "a forceful plan for peace"
a	00841800	0	0.375	bruising#2	brutally forceful and compelling; "protected from the bruising facts of battle"
a	00841934	0.375	0.375	drastic#1	forceful and extreme and rigorous; "drastic measures"
a	00842041	0.25	0.25	exclamatory#1 emphatic#2	sudden and strong; "an emphatic no"
a	00842199	0.375	0.125	strong#10 firm#3	strong and sure; "a firm grasp"; "gave a strong pull on the rope"
